,artist_name,artist_id,genre
475,The Tuesdays,71mSZk30FQAMTLbCkdENjG,['candy pop']
476,Anexo Al Norte,5uSdqy0z2BzoMIOQod74DC,['norteno-sax']
477,The Murlocs,0rH93aHDYyJfMAcPB9OKus,"['australian garage punk', 'indie garage rock', 'neo-psychedelic']"
478,Coley Ru,0slhXPTEtHVVwh3pvibKep,[]
479,Meechie Greedy,7wlkCkcGY9RZ7PwOspwwYQ,[]
480,Omar Cunningham,2o7JH91l49F2yNM0y46nST,"['southern soul', 'southern soul blues']"
481,Foreigner,6IRouO5mvvfcyxtPDKMYFN,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
482,Roy Trinity,1lRis7gOtNOGsGxZwhK2Uf,[]
483,Gdotvelz,2xQIlTE53bqMPakobNrhEf,[]
484,Knowbody,5wVKujyfQjcfnXDoBTOYV2,[]
485,I Am Kloot,4IDoKaZIEacb3QncU8RQMp,"['acoustic rock', 'britpop']"
486,MWGH,4X1rTKd3sm0AcGjwfpUxSB,[]
487,Wnc Whopbezzy,0JW2Wt06NncqOxA905C7Z3,"['baton rouge rap', 'deep southern trap', 'florida drill']"
488,Galeto,4iCOCKQGfWV0AwMuUMCbbR,[]
489,Lil Suede,4dtkgBiJsabuoCwtEt7pno,[]
490,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
491,Ultrabeat,596ByjVYnslGJIHxEBGjF8,"['bouncy house', 'eurodance', 'hardcore techno']"
492,JJ Hairston,2PiKaajF8T1X6KGgvYlxOD,['gospel']
493,Second Wind,2TD8P6kHxJL9B3qAzimr4W,['texas hardcore']
494,White Field Harvest,6YWz3DhHfN2nxwedMclAh5,[]
495,Plasma Force,7e3zyoTomsZ4a9lZbE5C5k,[]
496,Mythology,1owWxNYbvJEtrz4T0aOBpU,[]
497,NateSoSlimey3x,2KrAS022J6khJZ4S30dJug,[]
498,Mars & Zay,1yW84BQiTdAHkKi6FTTqi2,[]
499,Skándalo Musical,2BYAJxjhECFdF0cw1fs5bv,[]
500,Grayso Onnago,04erNoiMQtgVkhACxwFe4T,[]
501,Blackjesus Yoshua,2Dy3fOAUcKb7G3NdUcQuEG,[]
502,Indiana,7a5Srm7U661DotL6VWRmYk,[]
503,Rene Marie,5gfa9OyRukLepIm6MME4bb,['contemporary vocal jazz']
504,Edith Márquez,7afXSXOa8dE3c2C5XIguAv,"['latin arena pop', 'latin pop', 'mexican pop', 'nueva musica mexicana', 'ranchera']"
505,Tyree Neal,16BFzhSjtzVlT5DfkaEyTM,[]
506,62 Flat,5SZ2vWKL4CZR4ZIdPwFJJc,[]
507,Soft Swells,6GZtYGgIzJHSJsiV43qvuK,"['indie psych-pop', 'lo star']"
508,Tay G,7Fs12pWnztgd2dp03114CC,[]
509,K3dahound,0uhW7cJbVDgSm1K3W2Mrwf,[]
510,Platinum Hit Cast,7sDFh5phnwU5EAIAepDrhX,['idol']
511,88thagang,1m3X5E8NvaHIKLTk1xf2af,['san diego rap']
512,Uzzy Snubbz,1g8nfykJe21yc8VOtcwIst,[]
513,SF Publish,7naEZPe07C781KahFaJomv,[]
514,Definitely Not Dave,0UiGmAj2pDJEpPAqYT7eLy,[]
515,BLAISE MC,1a2UYrNrjCilHH6lBETERb,[]
516,Grupo Renuente,5XeyfGFfJRKI2nCtxjlZTE,"['corrido', 'corridos alternativos', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']"
517,Glen D. Giles,3zmvozr5CEVOkhwSpUfZnz,[]
518,LoQuacious,5nHobhTCz7i2E5RS6CcoCl,[]
519,Tokyo Shamir,00XNIrNMdIlJaJzTzvPleV,[]
520,Alan Whitney,46CDJ2vIm6hojt5KHYG8Ss,[]
521,lil play,5Xvzp8Aa02irwjbF8Ob7Vb,[]
522,Stunna Bam,1oouccpDDuphc2a5qUBJ50,['houston rap']
523,LaMorris Williams,4HI3EC8lw4RyqAqFLASGrU,['southern soul blues']
524,Doeboi909,1fEMhYVIObipE7MEYEoZvG,[]
525,Starlito,4SjND9kT6Ja5TSPZTyUUab,"['deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'nashville hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
526,Conjunto Renacer,6YgtYiy3N07q0mpJ3WmObh,['norteno-sax']
527,John Hammond Jr.,3vGNC6AxklaHcsli3XSjV5,[]
528,Mutant Fortress,72MH012TWUP5Jlf55bTtXh,[]
529,The Wilburns,4CDU69QdKaHw11Hf2DjFbk,"['family gospel', 'southern gospel']"
530,Lil Dalvin,7Fra6SrF5AXF4mjQHc11t5,['south carolina hip hop']
531,Antonio Delvanni,7hx5WPafiScJ6nFiW66bAJ,[]
532,LIL Celebrity,7zFlIOD0gmJcXjHfzQ6WHL,[]
533,晴屿,6slktpHrlXtW0Sd4B0JUzI,[]
534,Justo Gz,4GRAHTzJJAlmEtMbmcEhmA,[]
535,Veronica Deniz,0lcGl0L3UguE5GP68j4J19,[]
536,Headache Relief Unit,5Q2BJu4aKY4WYxS4gZfu2D,['binaural']
537,Mar '17,2hRoooTu4f7y6D3WgKPkLP,[]
538,Emanuel Beene,02UGer6nbKgwC98p8g2kgA,[]
539,Blkkkgod,5BQyw3qeBBBU3cBAiKtXma,[]
540,Maddogmadeit Beats,4L9hoIv1xpHD8NGok1HkTj,[]
541,Ocean Sounds,7g56xCsozigPH5OgmwinYA,"['environmental', 'sleep', 'water']"
542,Christmas 2018,0kfjNNaDWCty5QvomdYqPn,[]
543,Childish Ed,2x478upejnXUudjE4ibQ6q,[]
544,Wsb Stepp,4PG3AwGMtwXQVqcT3p5fth,[]
545,INXS,1eClJfHLoDI4rZe5HxzBFv,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
546,Spadez,3wraFYiKsYPy4jtqh9Kpbw,[]
547,Clara Ponty,6DlfpltePGjtO57AncSofZ,[]
548,Grupo Imposible de Raunel Lopez,0u7ALX9dcyqIR4Cv0gyCNf,[]
549,Fergie,3r17AfJCCUqC9Lf0OAc73G,"['dance pop', 'pop', 'post-teen pop', 'rap', 'urban contemporary']"
550,Steppa,3wnuQEsdJYSNtnh71R5KOX,[]
551,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
552,Yg Teck,26hDmlgTbg7wseM7YmoyO6,['baltimore hip hop']
553,The Clarks,2lAPrQNoGqedH9JVzOi5y0,"['pittsburgh rock', 'pop rock']"
554,Kathy Mattea,7ndzHjxbErIwvwnEUewMWe,"['country', 'country rock']"
555,El Javi,6qZksHG4gzbRx3FZplO4Ls,[]
556,Max Roach,6jrlNnS5B830kpi40j3S6g,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz drums']"
557,Born Stunna 3G,6uzgCCW4IxAQIgLAjZ9qrz,[]
558,Dj Toned Dyne,1fBWML8ulFfm4bkvjbIdgx,[]
559,Eztilo,3J771HUKM3STuAs0jDgfTX,[]
560,Tgfromthe4,0oQD1YxX58eK3HGhOsv82A,[]
561,Nelly,2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
562,Diamond K,49EpGlFcfIaIcgPBdOrXOh,['bmore']
563,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
564,J. Chang-Tablada,75PUh9SDKHESTdf2HIz4k7,[]
565,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
566,tUnE kOrLiOn,2fwiIL7A5AqiW1HvVpr0Nu,[]
567,Barreto el Show,2tZTRbJlPaHYjXRBMIrKaN,[]
568,Kylo Gun,2SNRTDQkECXZZdaOkxlyyp,[]
569,Young Sims,10HxnlgewgvRWdyakhL0oJ,[]
570,Los Tigres Del Norte,3hYtANQYrE6pd2PbtEyTIy,['norteno']
571,FlowDigOnTheTrack,6TRLC9Pa8gRPNr57mx6lac,[]
572,SINNA LOWKS,5ptldCuoy6K4Sez6XKPTHk,[]
573,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
574,Peter Nero,4LRsjW7ygBG4oiTRn08gEx,['easy listening']
575,Conehead Buddha,5xBf94AhzbydZprdlzSB1C,['punk ska']
576,Jarryd Elias,6QFHdqUR0tQQgS1AOPefl0,[]
577,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
578,FGM HEC,1N7C8D9AjiVTWMrP60e9Xy,[]
579,Jordan Rodriguez,4pFgtvVSMU4AkBoG27GPet,[]
580,The Frantic,21QeLiM1lkgJWKP7knbR78,[]
581,Steve Chavez,5oUdFQtuKG6NvooPNU6aPL,['new mexico music']
582,P.T. Elle,4D2dRTyVYmXCULhNvQoK52,[]
583,Rahzy,0DGIiKZQXBpGvg2TfwHoBd,[]
584,Myles T. Jordan,6icmSmI9WYHmFFS1XbQTaO,[]
585,Cglizzay,40LPWCSCp3PS91n3bZ176H,[]
586,Dark Shadez,2OIoLy1nUcHBhgYkJLkseO,[]
587,Sonido Del Bosque y Naturaleza,6PRe5HDIEyLz7Mw1yUNBWk,"['musica de fondo', 'pianissimo', 'world meditation']"
588,G-9lock19,539x4PIFYuUvMFjf3fnQMW,[]
589,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
590,MAGIC GIANT,7eaa5bidliPI0djFYv166f,"['folk-pop', 'indie poptimism', 'modern rock', 'pop rock', 'stomp and holler']"
591,Satchel Grande,3K4qEF2nQSPNAkluwXsevh,"['lo star', 'omaha indie']"
592,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
593,Childish Ed,2x478upejnXUudjE4ibQ6q,[]
594,The Spencers,6tz7lTHNSeixFCl5yoykow,[]
595,Sniggy,5tieauejCfLpKhoJBWle0j,[]
596,Louie DeVito,2CubV3xWDcxDXPh4DeBoJP,[]
597,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
598,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
599,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
600,Buddy Jewell,43c94u7flZbHSdDaUuohqS,"['country', 'country road']"
601,Huncho Kz,42BpxDEPrZVlbnGmy6qo6B,[]
602,The Dandy Warhols,7siPLyFwRFYQkKgWKJ5Sod,"['alternative dance', 'alternative rock', 'electronica', 'indie rock', 'modern rock', 'pop rock', 'rock']"
603,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
604,Hope Waits,7K9yMpVb8xXQmykTVESwVl,[]
605,The Dave Clark Five,2HBbky0Z08ZcCKVsXWbNE4,"['british invasion', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'rock-and-roll']"
606,Tre Deuce,6iYWKDfN9sl6msxol5lXsb,[]
607,Rearview Mirror,3fPwuW7CSw1NWWlKdqHDqj,[]
608,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
609,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
610,VLAD,7Df7xzBSJkQrrj1anMmlrt,[]
611,Rokkout,6KEawHMgXiJNzlEFO4eIr5,[]
612,D4oesz,3QxxHchBj22gglBwst7T2y,[]
613,Kemar,0uPb7ereK2iLgp90FVGnrs,[]
614,Trxuma Wisdom,09HsB4a4n3TuVXSVBvbwWf,[]
615,Rob Cobb,3lJPEKZf1ZuKMkVu5i3fPw,[]
616,Bluejeans,1Cwg0Tu5bpHLFCfQU11Zdd,['blues band']
617,Ryan Arizona,0XYBM4RlkvJ7bly0G2ygmw,[]
618,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
619,Era Istrefi,4poL7YCSkG7kMnWjAdDU91,"['albanian hip hop', 'albanian pop', 'kosovan pop']"
620,L.A. Orquesta Nueva Revolucion,4zIt3eKKZNQhfJz6bNIvPt,[]
621,Emperor,00auXz6QwjTB7CxRY6U8Js,[]
622,8ball sosa,4IPd1Y8z6IAlCFtlzgwytI,[]
623,Yah’Lay,0rruWBFDLBmhAJePEPFb1G,[]
624,nightinvenice,59ZSfz2D9oFx213mWsN1W1,[]
625,Avid Waves,6i6Q7E1uMaq6esTbUsM4jW,[]
626,Kash Boutpaper,6xeYHmW1s6BI5UuLnz0svm,[]
627,Lurch Marley,5NY9kdDrXP4DYlr8bhC3KF,[]
628,Константин Муллов,3mjIHMoApn1alXXgJ3fElo,[]
629,The Statesmen Quartet,1TQRZOjWtycPGOeQxFuQ01,[]
630,Garret Fitch,6DVQTLjmgQMIgsEf61zB7z,[]
631,Remy Ma,39mHYiNmLR7p8PXNG8Wll6,"['alternative r&b', 'bronx hip hop', 'hip pop', 'r&b', 'trap queen', 'urban contemporary']"
632,Mikey E4S,2beeSa1LmMfcWeZZ7VQuWq,[]
633,Allcapsallan,0v5Ou4V8CjZ9Rd7CeXe4p2,[]
634,Shadoelo,1kgMZcDlwFxSBDo3rLdTX4,[]
635,WOK BANZ,1ECOhDCO6kvca2qYpO2nn1,[]
636,Christina Milian,4eAOcbAXIF4BmbN6E1QIlw,"['dance pop', 'hip hop', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']"
637,SMAC,4mW749IXJmINxXtLmoiALv,[]
638,II Real,4r0Y16QAOEVgCbib8UGWDc,[]
639,Sleep Babies Sleep,5GMlj8uIts4WyM5jvTfVD3,[]
640,Mercho Music,0CMP8SzLq36f4ErJP9ITZB,[]
641,HULKSICKO!,5uC5Ppmodcod5HK5a1sPWS,[]
642,Teeking Magic,6InnsiA1EqrWy5TXEBhbsa,[]
643,RasCity,7wvwq2lznjoln2pt8Tid1u,[]
644,Watts & Ron-C Of The Swisha House,4sXGG9tTSvpwGHTTfG2v1P,[]
645,Alien iPlayA,5ASMnSqT0xfDM3153ecq6x,[]
646,GB Leighton,52nrhJFn76G2m2GmXYHeo2,[]
647,MWGH,4X1rTKd3sm0AcGjwfpUxSB,[]
648,SOTO,5TBX5g6a0e12H3d0jnsa44,[]
649,MWGH,4X1rTKd3sm0AcGjwfpUxSB,[]
650,Sirsy,4G1ItxIYGV6Zb7JjVWLxkb,['indie singer-songwriter']
651,RenzoBeats,6CbRnQuTNQUpxLLCURl8Y8,['drill beats']
652,Quiet Money Dot,0JacImaOrvpwXcVHeagnI7,[]
653,Brightside,5fhJVb039A8s4fbUhyA2UT,"['pittsburgh indie', 'pittsburgh indie rock']"
654,Charles Billingsley,25rFinQrFA85UTkU88gC5d,[]
655,Bobby Timmons,0xRqtLGIVSzXM9yg2wFMLC,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']"
656,New Jersey Mass Choir,4zId8t69FVytHfVhxFRXEH,[]
657,Jacob Armitage,0LThakgD1db4sbo4tPAhIy,[]
658,Laika & The Cosmonauts,6UmSNX1sClVl8rYnig3t9i,"['indie surf', 'instrumental rock', 'instrumental surf', 'rautalanka', 'surf music']"
659,The Floating Men,3YRF03yQwJbe5nH7FH5cRu,[]
660,Leon Cruise,57oYN9KdFduOzyy9BfIVOy,[]
661,KJBroadus,4SSe4M03Z06pQGfTkW2a99,[]
662,Kudrow,1u8kbhIhPR6NSZORn5hGWC,[]
663,The Songs of Love Foundation,3mWUgfuM0y3MxscWg14QkE,[]
664,42oH,0D9wDNrTOAMuYhYASI6x3x,[]
665,Preston Gunderson,1yxgtesYYV5bztodL8z34K,[]
666,G.E.M.S.,6tItPmnPIu5s63W3AtNIfj,[]
667,Billy Bang Bang,3du8dHhUSe9Ioa8Hja5YC3,[]
668,Lil Polo Da Don,11VECnZ77NAX6z9BBPDNaw,['florida rap']
669,Bedtime Instrumental Piano Music Academy,5HWdIq3PMnRmEFKSBMXHn7,['pianissimo']
670,Fie Beezy,4Z4Cug9YhypuUcS5oHqIuz,[]
671,Oakwood University USM Alumni,1Ao1DhC19WbIBFhia56jiP,[]
672,Ed Perrone,7CHelAZAEpbHmziNGYmnEA,[]
673,So Shiesty,2nruIwleAfXmABTdMK4OfZ,[]
674,Bleed The Dream,6JBLtwygYlD0SEDo1jSKGl,['screamo']
675,Dead Winter Carpenters,0Io06nX5deJhXrzormkc0h,"['bakersfield sound', 'jamgrass']"
676,Frankie Liszka,1RDr8cjueNC8dqeuahDIUK,[]
677,DB MONEYCRAZY,23668uRUnvjPq1SV7vdcbe,[]
678,Harry Manfredini,0glnfooyjCIrqsFTedwz3h,[]
679,Coral Thief,0ADgwC0jnNJzfvnBGgiUQQ,[]
680,Roberto Tapia,1TZXFnFYNzRTDrNFoH8YC0,"['corrido', 'corridos alternativos', 'musica mexicana', 'norteno', 'nueva musica mexicana']"
681,MT Kbandz,2bdzDiDkvs0r81J8iWEcq4,[]
682,J-Hustle,3W0XkMCqC36D2bLGyr4jBm,[]
683,Zella Rae,6hTwUvFTHrg4h3rJBERgOL,[]
684,Adam Ezra Group,0YZYZQRglf6GA3b6ffiAd2,[]
685,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
686,Tyson James,1y5jzAFGwRwzBQq7QnqyLE,['maga rap']
687,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
688,Ian Steinberg,1ixwohLhY02Zv16z6akEGZ,[]
689,Zach Regan,28YUeD35nl3u74HLa61jLN,[]
690,Son of Perdition,4hJMakQodftTQAyeiTKe9f,[]
691,FANTA ROSARIO,60QJavT1315GeS57lU0YXN,[]
692,Shadowdream,5ZQWVA5o4OB33cKGCQcDSX,"['dark jazz', 'serbian metal']"
693,Lilgrouch,2RqrkB2aFnFHKuWiYT1niY,[]
694,Gilberto Perez,1IO0WkZWzbgg55hegJ0K1H,['tejano']
695,E-ROB,198In5IBvq8EBKuzMVG07p,[]
696,Cachas De Oro,17FY0cfPgTE9dHFHU7kxcU,['sad sierreno']
697,dpebbs,2MkCPcdsmMRqcKdTOshHXY,[]
698,Koana,6xF2XS8AcpeUl0TzA5rMsf,[]
699,Lil Slugga,0XDvHPfeG0WS9HtRn7WPpd,[]
700,T-Tomp,2KHLOGJ2TIaeUmVOEIxALG,[]
